1939	842	21	25
1936	840	24	26
1937	840	24	26
1931	840	27	26
1931	841	29	25
1928	841	31	25
1926	841	32	24
1918	839	35	25
1918	838	31	25
1917	837	29	24
1916	836	26	25
1910	837	28	24
1907	833	25	25
1906	832	25	28
1907	829	23	29
1903	829	26	30
1900	826	29	33
1898	825	31	36
1897	824	30	34
1893	823	33	34
1891	825	34	34
1887	826	34	29
1885	825	33	28
1886	824	27	27
1886	823	24	25
1889	824	22	24
1886	823	23	23
1884	820	24	25
1885	821	24	25
1887	821	24	23
1884	819	25	25
1884	821	26	23
1878	820	29	25
1873	816	31	26
1871	816	33	25
1868	815	32	24
1866	813	30	27
1864	810	29	29
1865	809	26	31
1867	807	24	30
1864	806	24	33
1867	806	21	33
1866	803	21	33
1863	802	21	37
1864	802	18	37
1863	799	18	37
1859	798	21	39
1857	798	22	40
1855	796	24	42
1856	794	22	38
1855	794	20	34
1854	792	19	31
1853	792	20	29
1854	790	18	25
1854	790	17	25
1852	789	18	25
1851	785	21	28
1849	786	22	27
1853	787	20	24
1852	786	20	25
1850	785	22	25
1845	783	25	27
1842	780	30	29
1839	781	32	28
1841	779	30	27
1839	779	29	25
1839	778	27	22
1842	777	24	21
1845	777	22	20
1845	776	22	18
1846	776	21	19
1844	774	25	20
1845	774	26	21
1845	772	27	19
1844	772	28	21
1843	771	29	23
1840	770	31	23
1841	770	34	25
1843	769	32	25
1843	767	32	26
1847	767	29	26
1846	767	28	26
1847	764	26	28
1849	764	26	29
1850	764	25	30
1853	763	22	30
1856	763	19	31
1855	762	20	31
1857	761	21	35
1857	762	21	37
1859	761	21	33
1860	762	23	32
1859	761	26	35
1861	762	25	34
1860	764	27	31
1861	763	27	28
1861	765	31	30
1861	765	31	27
1863	766	32	25
1862	766	33	25
1862	767	32	25
1866	767	30	26
1867	766	29	24
1870	766	28	24
1874	766	26	24
1878	766	25	22
1880	764	23	25
1881	765	21	25
1882	765	24	28
1883	765	25	30
1882	764	29	33
1885	766	28	32
1884	766	31	34
1885	766	32	33
1886	769	34	32
1883	767	35	33
1885	768	34	32
1885	767	35	30
1889	771	32	25
1893	770	29	25
1894	773	27	24
1899	772	23	24
1900	772	20	27
1903	774	18	28
1905	776	21	30
1905	775	23	32
1906	775	25	33
1904	776	28	32
1905	776	28	31
1905	777	29	29
1905	777	29	30
1905	779	29	30
1908	780	29	29
1908	781	28	31
1909	780	26	30
1912	783	23	29
1913	786	24	28
1913	787	23	26
1916	789	23	26
1916	789	25	28
1919	791	24	26
1919	794	24	25
1919	793	23	28
1919	793	26	32
1916	795	27	33
1919	798	27	33
1924	800	22	34
1926	801	21	32
1929	804	19	29
1932	807	18	27
1933	808	20	27
1929	809	23	26
1931	809	25	23
1933	809	26	23
1934	813	28	23
1935	815	30	25
1935	815	31	26
1936	817	33	27
1938	818	33	27
1947	821	27	26
1950	822	27	23
1955	824	26	21
1957	825	24	20
1958	825	25	20
