3290	843	39	28
3288	842	32	26
3286	842	29	26
3280	841	31	25
3275	837	32	26
3262	838	35	24
3261	835	35	24
3255	834	32	25
3249	831	35	25
3247	829	33	23
3244	831	33	21
3238	830	30	21
3233	829	31	23
3227	825	31	25
3220	824	29	24
3210	823	32	23
3208	821	31	27
3203	821	30	26
3200	819	28	26
3194	817	27	28
3187	818	29	26
3182	819	27	25
3174	818	28	24
3167	815	32	26
3161	815	32	25
3157	815	29	25
3151	815	32	26
3146	812	32	24
3137	813	31	22
3133	814	30	22
3124	812	32	27
3117	810	36	29
3109	810	39	28
3108	808	33	25
3103	808	33	30
3100	807	29	27
3094	808	28	27
3088	807	30	26
3078	806	32	27
3074	810	33	25
3065	807	34	26
3065	808	31	23
3056	808	35	27
3055	808	32	22
3050	807	34	23
3046	807	31	26
3038	808	33	24
3031	807	34	24
3024	807	36	24
3019	809	37	25
3015	807	36	28
3012	807	34	27
3010	808	33	28
3006	807	34	28
3004	808	31	29
2997	808	32	28
2989	808	34	29
2983	809	37	32
2980	809	37	27
2979	810	35	28
2971	808	38	28
2966	809	40	26
2966	810	38	26
2968	809	34	26
2965	808	31	24
2963	808	29	26
2959	808	29	25
2955	809	30	24
2949	808	33	22
2948	808	32	27
2943	808	36	27
2940	811	35	27
2938	809	35	27
2937	809	35	28
2936	811	30	28
2933	812	30	27
2930	813	30	26
2928	813	31	27
2922	814	32	29
2921	815	33	26
2917	815	35	29
2915	815	37	25
2915	816	35	23
2910	816	37	23
2910	816	36	24
2910	816	34	25
2908	817	36	24
2907	819	37	22
2907	819	34	22
2903	818	34	27
2903	821	33	23
2903	820	33	24
2903	821	33	23
2903	822	34	23
2901	821	35	23
2899	823	37	24
2898	824	35	22
2897	823	35	26
2897	827	37	23
2898	830	33	20
2900	832	30	22
2900	834	30	19
2898	835	33	20
2898	837	32	19
2899	840	31	20
2896	839	32	20
2898	841	32	20
2897	842	32	23
2892	842	36	27
2892	844	38	23
2895	847	34	24
2894	847	36	24
2893	847	34	23
2891	852	36	24
2891	853	35	24
2890	855	33	20
2887	857	33	21
2885	858	36	24
2883	857	38	23
2884	861	35	21
2886	860	34	20
