831	553	18	42
832	555	16	42
832	554	17	41
833	554	16	41
835	555	16	40
835	555	16	40
836	556	15	39
836	555	16	40
836	555	16	38
837	555	16	38
838	558	16	37
838	556	17	39
839	554	16	41
839	555	17	40
840	554	17	40
841	555	16	41
843	554	17	42
842	555	17	41
843	556	16	40
843	556	16	40
845	555	15	41
846	555	15	42
847	556	15	41
848	555	16	42
848	557	16	40
848	556	16	41
848	556	16	41
848	558	18	41
848	557	19	41
849	558	18	41
850	559	18	40
849	557	19	41
850	558	18	39
848	558	20	41
850	558	19	41
852	558	18	41
853	560	16	40
853	559	17	40
854	559	16	41
854	558	16	41
855	558	15	42
856	558	15	41
856	559	14	41
856	559	15	40
857	560	15	40
857	559	15	40
857	558	14	39
857	559	14	40
858	558	16	42
859	560	15	40
857	558	15	40
858	559	15	41
859	558	14	40
858	559	14	41
858	559	14	39
858	558	15	40
859	558	14	40
858	560	15	40
858	559	15	40
857	559	15	39
858	559	15	40
857	558	16	39
857	558	17	39
857	559	17	40
856	560	16	39
855	560	16	39
856	560	16	39
854	560	16	39
855	560	16	39
855	560	16	39
854	559	16	39
855	560	15	39
855	559	15	40
853	558	14	41
855	560	14	40
855	560	14	40
853	559	15	40
854	561	15	39
853	561	15	40
854	560	14	40
853	559	14	40
853	560	14	41
854	558	14	41
853	559	14	42
853	559	15	41
853	559	14	41
853	559	14	41
852	557	14	41
853	558	13	41
853	557	13	42
851	557	14	43
851	558	14	40
851	556	14	41
849	555	14	41
850	555	15	38
850	557	14	38
850	556	14	37
850	556	15	38
848	555	15	38
848	555	15	39
848	554	15	39
849	555	15	39
849	555	15	39
849	555	15	39
848	554	14	40
848	554	14	40
848	554	14	41
847	554	14	41
847	553	14	40
847	553	14	42
848	552	14	42
847	552	14	43
848	550	14	43
847	550	14	44
847	550	15	43
848	550	15	43
847	550	13	42
847	550	14	42
847	549	14	42
847	549	14	42
848	550	14	42
846	549	14	40
847	550	13	42
847	550	13	42
848	550	14	42
847	551	13	43
848	552	13	41
847	553	14	42
846	552	14	42
848	555	13	41
847	554	13	41
847	556	13	40
848	556	12	39
848	558	12	38
847	557	13	38
847	558	12	38
848	560	13	36
848	561	15	36
847	561	17	38
845	561	20	39
845	559	23	42
845	562	22	41
846	563	24	42
844	564	24	42
845	560	24	47
845	558	22	51
846	557	20	53
843	556	19	53
843	557	19	52
841	558	18	48
837	561	20	49
836	559	22	52
832	561	24	51
831	564	24	51
831	564	20	52
831	566	20	51
828	564	19	52
824	564	20	54
823	567	22	57
818	566	24	59
816	566	25	58
814	567	25	60
808	571	26	56
805	572	26	56
798	571	28	57
792	572	27	56
787	572	27	54
782	573	29	52
775	576	31	49
773	575	30	49
770	577	28	46
766	579	27	47
762	579	25	46
758	578	25	48
753	580	23	45
751	581	21	45
746	581	21	47
744	583	20	48
737	584	21	48
734	583	21	49
728	587	22	51
726	588	21	49
720	586	24	50
717	586	23	49
716	587	22	46
712	583	23	49
712	584	20	48
710	584	20	48
709	584	18	46
707	585	19	44
704	584	20	45
701	583	23	48
700	583	22	50
696	580	25	51
692	579	25	54
688	576	27	57
687	577	28	55
683	579	29	56
680	582	28	54
678	581	27	55
675	581	29	56
672	584	32	49
665	585	36	51
656	584	42	50
655	583	39	50
654	582	39	53
656	580	35	54
655	579	35	55
654	580	35	54
652	576	36	59
653	578	35	59
654	578	32	61
652	575	32	60
652	577	34	60
653	578	34	62
651	576	35	66
649	576	39	66
650	575	38	69
649	575	37	71
648	573	39	74
648	570	39	79
649	569	39	80
648	568	39	82
650	568	38	83
651	569	36	81
637	487	27	91
638	484	22	91
641	485	20	90
642	476	23	95
660	555	30	97
646	486	22	97
647	471	21	102
648	467	22	104
648	482	23	109
647	469	31	111
650	482	29	108
654	485	21	102
654	483	23	102
656	476	26	105
656	485	28	101
657	484	26	99
659	483	26	96
659	480	28	103
661	481	27	102
663	478	25	103
665	482	25	102
664	480	26	101
662	483	35	101
662	481	35	100
665	481	32	102
665	482	36	98
666	482	36	96
664	480	39	96
666	482	39	99
664	480	43	96
664	480	43	96
775	502	51	88
764	503	65	88
660	478	61	108
660	468	59	105
682	475	46	109
692	477	39	112
692	477	39	112
692	469	36	112
704	478	27	107
667	534	25	92
663	536	31	83
665	539	27	75
662	540	30	66
662	540	28	49
658	541	30	47
655	539	32	44
694	471	31	39
752	477	28	45
797	428	22	44
795	429	25	46
791	427	23	47
786	425	30	47
782	427	36	49
782	427	36	49
744	493	26	42
744	495	22	37
701	523	18	35
699	523	19	33
699	521	19	32
700	520	19	31
702	519	17	31
701	520	17	32
703	519	17	32
704	517	16	33
704	516	16	34
704	511	16	37
706	511	17	37
705	509	17	35
708	507	17	35
740	479	14	31
710	505	16	33
740	476	13	34
711	502	14	34
712	501	14	35
712	499	14	36
712	498	14	37
711	495	16	38
712	493	16	40
712	490	17	35
713	489	17	35
714	488	16	33
714	486	15	34
714	484	15	36
715	482	15	36
686	512	18	40
687	511	17	41
686	509	19	43
690	507	18	37
693	505	16	35
716	472	17	33
718	433	15	36
717	429	14	38
716	427	14	39
712	425	14	38
711	424	12	36
719	460	14	35
718	458	15	38
719	457	16	39
719	455	16	38
719	455	17	36
719	454	16	35
719	454	16	36
719	452	17	39
719	453	17	37
719	451	17	37
719	449	16	34
721	448	17	34
718	473	14	34
722	446	18	34
722	445	18	36
724	445	18	36
724	445	18	36
727	446	18	37
728	443	16	37
731	442	17	38
731	440	18	38
733	441	19	37
733	437	20	39
734	438	20	37
735	438	23	36
737	437	24	35
740	434	25	41
743	435	24	44
748	432	23	54
747	430	24	58
747	427	26	55
749	430	25	51
751	429	25	51
754	428	25	53
754	426	27	53
753	423	30	55
758	423	26	52
762	424	26	47
762	423	26	44
764	420	26	43
765	421	27	43
766	420	26	41
768	420	26	43
767	418	27	46
768	416	29	44
769	414	30	45
771	415	30	40
770	414	31	36
772	412	31	34
774	414	26	35
774	413	29	35
777	410	28	38
776	407	30	41
779	406	29	41
778	405	30	42
780	404	30	41
783	402	30	42
785	401	30	42
786	398	30	44
790	399	28	44
791	397	28	46
793	395	29	49
794	392	28	52
795	391	28	51
797	388	30	56
798	387	31	57
802	385	27	58
811	384	19	57
813	385	18	57
814	382	18	60
815	380	19	64
817	379	16	66
819	376	18	69
820	378	19	68
821	379	21	70
822	379	23	70
823	379	24	74
823	380	25	75
826	381	24	77
824	381	25	79
824	381	25	79
824	381	25	79
834	414	24	76
824	383	19	85
843	416	19	81
839	425	26	72
841	420	25	63
844	433	24	54
847	446	20	41
851	451	19	39
853	455	18	38
856	459	18	37
856	462	21	34
857	464	21	34
861	468	20	33
865	470	19	32
863	470	23	34
867	473	20	34
870	476	18	33
872	478	16	33
876	480	15	33
879	481	16	33
881	484	16	33
883	484	15	33
886	485	17	32
884	487	19	34
891	488	15	31
893	489	15	30
895	490	16	31
896	490	15	31
899	492	15	33
899	492	15	37
901	494	16	33
903	494	19	33
