198	214	34	81
196	213	35	84
193	215	35	84
192	216	34	80
192	216	32	77
191	219	32	76
191	222	32	76
186	231	32	76
187	231	32	76
187	225	32	77
188	224	33	80
190	226	34	82
191	225	36	85
195	223	35	84
198	217	36	87
200	223	35	84
200	223	35	84
211	203	36	87
207	201	38	91
206	202	36	87
205	203	38	91
208	209	36	87
212	208	38	91
220	209	36	87
223	217	35	84
228	219	35	84
228	219	35	84
229	225	34	82
235	225	33	79
241	222	32	77
244	221	33	80
249	217	35	84
253	216	33	80
258	214	33	80
261	215	33	80
267	219	33	79
270	218	33	80
275	219	35	84
279	223	34	82
283	226	35	84
287	227	36	87
290	227	38	91
291	229	36	87
291	228	38	91
292	227	37	89
291	227	36	85
290	224	37	89
289	224	36	87
290	227	35	84
286	226	33	80
285	225	33	79
283	224	33	79
279	220	34	82
279	219	33	79
276	217	34	82
277	218	36	85
276	218	36	87
274	219	38	91
271	221	38	91
267	225	36	87
269	233	35	84
266	235	35	84
264	239	34	82
252	235	34	82
255	241	34	82
253	244	35	84
244	245	33	80
246	245	32	77
239	248	31	74
241	250	31	74
236	247	32	77
226	243	31	74
220	245	32	76
207	236	33	79
204	238	32	77
188	236	33	79
184	238	32	77
183	240	32	76
178	251	33	79
172	250	32	77
164	238	33	79
160	237	33	80
156	235	33	79
145	219	33	80
141	218	34	82
134	214	36	85
130	211	37	89
126	211	37	89
125	209	38	91
123	213	38	91
118	211	39	94
115	213	39	93
113	212	39	94
107	207	40	96
108	207	42	100
107	206	43	102
102	204	44	106
104	202	43	102
107	202	43	102
110	204	41	98
112	204	39	94
114	202	39	94
114	196	41	98
114	192	42	100
114	188	42	100
114	185	41	98
120	185	39	94
125	187	38	91
129	188	39	93
132	186	39	93
134	189	37	89
137	187	39	93
141	187	39	94
142	180	41	98
146	180	40	96
148	176	42	100
152	175	43	104
158	174	42	100
161	176	41	98
164	178	39	94
166	175	41	98
173	177	39	94
177	173	38	91
179	169	39	93
182	166	37	89
185	166	38	91
188	165	38	91
193	166	36	87
196	168	35	84
201	168	35	84
203	170	35	84
205	171	35	84
207	169	35	84
208	165	36	87
208	162	38	91
210	161	38	91
209	160	39	94
211	159	38	91
212	159	37	89
213	159	37	89
213	159	37	89
216	159	36	87
218	156	38	91
222	154	39	93
222	155	37	89
225	152	38	91
228	150	38	91
229	151	37	89
231	149	38	91
231	149	38	91
234	150	36	87
236	152	36	87
238	153	38	91
239	152	39	94
241	152	39	93
242	154	38	91
244	153	39	94
246	148	40	96
247	149	41	98
249	148	43	102
250	150	41	98
252	151	40	96
254	151	39	93
256	150	38	91
261	148	36	87
264	145	36	85
268	146	35	84
269	144	36	85
271	143	37	89
272	146	36	87
272	144	38	91
277	144	38	91
276	143	39	93
278	142	39	93
276	145	39	93
278	144	38	91
280	141	39	93
279	140	39	93
279	142	37	89
280	142	36	87
278	142	37	89
278	146	36	85
280	142	36	87
283	145	35	84
282	144	36	85
